graphic card type,resolution (px),CPU cores,RAM size,operating system,drive type,input devices,multimedia,RAM type,CPU clock speed (GHz),CPU model,state,drive memory size (GB),warranty,screen size,buynow_price
integrated graphics,1366 x 768,2,4 gb,['windows 10 professional'],hdd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.3,intel core i3,new,500,producer warranty,"15"" - 15.9""",2629
dedicated graphics,1920 x 1080,4,8 gb,['no system'],ssd + hdd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['camera', 'speakers', 'microphone']",ddr4,2.8,intel core i7,new,1128,producer warranty,"15"" - 15.9""",5799
dedicated graphics,1920 x 1080,4,12 gb,['no system'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.6,intel core i7,new,480,producer warranty,"15"" - 15.9""",5303
dedicated graphics,,2,12 gb,,ssd,,,,,intel core i7,new,480,producer warranty,"15"" - 15.9""",3663
dedicated graphics,1920 x 1080,4,8 gb,['windows 10 home'],ssd + hdd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.6,intel core i7,new,1128,producer warranty,"17"" - 17.9""",3949
dedicated graphics,1920 x 1080,2,4 gb,['windows 10 home'],hdd,['touchpad'],"['SD card reader', 'camera', 'microphone']",ddr3,2.4,intel core i3,new,1000,producer warranty,"15"" - 15.9""",2699
,,4,16 gb,['windows 10 home'],,"['keyboard', 'touchpad', 'illuminated keyboard']","['camera', 'speakers', 'microphone']",,2.8,intel core i7,new,960,producer warranty,"15"" - 15.9""",7469
dedicated graphics,1920 x 1080,4,16 gb,['no system'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.8,intel core i7,new,240,producer warranty,"15"" - 15.9""",5099
dedicated graphics,1920 x 1080,2,8 gb,['windows 10 home'],ssd,['touchpad'],"['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,240,producer warranty,"15"" - 15.9""",3999
integrated graphics,1920 x 1080,2,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'microphone']",ddr4,2,intel core i3,new,240,producer warranty,"15"" - 15.9""",2449
dedicated graphics,1920 x 1080,2,8 gb,['windows 10 home'],hybrid,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.3,intel core i5,new,1008,producer warranty,"15"" - 15.9""",2969
dedicated graphics,1920 x 1080,2,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,480,producer warranty,"15"" - 15.9""",3419
dedicated graphics,1920 x 1080,2,8 gb,['windows 10 professional'],hdd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.7,intel core i7,new,1000,producer warranty,"14"" - 14.9""",4779
dedicated graphics,1920 x 1080,2,4 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.3,intel core i5,new,256,seller warranty,"15"" - 15.9""",2765
dedicated graphics,1600 x 900,3,8 gb,['windows 10 home'],,['touchpad'],"['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,1.6,intel core i5,new,256,producer warranty,"17"" - 17.9""",3449
integrated graphics,1366 x 768,4,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.2,intel core i7,new,128,seller warranty,"15"" - 15.9""",2073
dedicated graphics,1920 x 1080,2,12 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2,intel core i3,new,1000,producer warranty,"15"" - 15.9""",3849
integrated graphics,1366 x 768,2,4 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,1.35,amd e1,new,256,seller warranty,"15"" - 15.9""",1349
integrated graphics,1920 x 1080,2,8 gb,['no system'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.4,intel core i3,new,250,producer warranty,"15"" - 15.9""",2399
dedicated graphics,1920 x 1080,2,20 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,480,producer warranty,"15"" - 15.9""",4199
dedicated graphics,1366 x 768,2,4 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.2,intel core i5,new,1000,seller warranty,"15"" - 15.9""",2599
dedicated graphics,1920 x 1080,4,12 gb,['windows 10 home'],ssd + hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.3,intel core i5,new,1128,producer warranty,"15"" - 15.9""",3850
integrated graphics,1366 x 768,2,8 gb,['windows 10 home'],ssd,['touchpad'],['SD card reader'],ddr4,3,,new,128,producer warranty,"15"" - 15.9""",1949
dedicated graphics,1920 x 1080,4,8 gb,['windows 10 home'],ssd,['touchpad'],,ddr4,2.8,intel core i7,new,512,producer warranty,"15"" - 15.9""",6399
dedicated graphics,1920 x 1080,4,16 gb,['no system'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,240,producer warranty,"15"" - 15.9""",4799
dedicated graphics,3840 x 2160,4,8 gb,['windows 10 home'],ssd + hdd,"['keyboard', 'touchpad', 'illuminated keyboard']","['camera', 'speakers', 'microphone']",ddr4,2.8,intel core i7,new,1000,producer warranty,"15"" - 15.9""",6419
dedicated graphics,1920 x 1080,4,16 gb,,ssd + hdd,,"['SD card reader', 'camera']",,,intel core i7,new,1128,producer warranty,,6999
,,2,8 gb,['other'],ssd,,,,,,new,128,seller warranty,"14"" - 14.9""",2999
dedicated graphics,1920 x 1080,4,12 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,240,producer warranty,"15"" - 15.9""",3879
dedicated graphics,1366 x 768,4,8 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,1.1,intel pentium quad-core ,new,1000,producer warranty,"15"" - 15.9""",1729
dedicated graphics,1920 x 1080,4,16 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.8,intel core i7,new,480,producer warranty,"15"" - 15.9""",4739
dedicated graphics,3840 x 2160,4,8 gb,['no system'],hdd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['camera', 'speakers', 'microphone']",ddr4,2.8,intel core i7,new,1000,producer warranty,"15"" - 15.9""",5999
integrated graphics,1366 x 768,2,4 gb,['no system'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,1.6,intel celeron ,new,1000,producer warranty,"15"" - 15.9""",1367
dedicated graphics,1920 x 1080,4,8 gb,['windows 10 professional'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'microphone']",ddr4,1.6,intel core i5,new,480,producer warranty,"15"" - 15.9""",3719
dedicated graphics,1920 x 1080,4,8 gb,['windows 10 home'],ssd + hdd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers']",ddr4,2.6,intel core i7,new,1500,producer warranty,"15"" - 15.9""",5459
integrated graphics,1366 x 768,2,4 gb,['no system'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2,intel core i3,new,240,producer warranty,"15"" - 15.9""",1849
integrated graphics,1366 x 768,2,4 gb,['windows 10 home'],ssd,['touchpad'],"['SD card reader', 'camera', 'speakers', 'microphone']",ddr3l,1.6,intel celeron dual-core,new,32,producer warranty,"14"" - 14.9""",1349
integrated graphics,1366 x 768,2,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.4,intel core i7,new,256,seller warranty,"13"" - 13.9""",2543
integrated graphics,1920 x 1080,2,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,128,producer warranty,"15"" - 15.9""",2349
dedicated graphics,1920 x 1080,4,16 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3l,2.6,intel core i7,new,480,producer warranty,"15"" - 15.9""",4249.01
integrated graphics,1366 x 768,2,4 gb,['windows 7 professional 64-bit'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3l,2.1,intel pentium dual-core,new,240,producer warranty,"15"" - 15.9""",2009
dedicated graphics,1920 x 1080,2,8 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.6,intel core i5,new,1000,seller warranty,"17"" - 17.9""",2697.87
dedicated graphics,1920 x 1080,4,16 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers']",ddr4,2.8,intel core i7,new,1000,producer warranty,"15"" - 15.9""",6213
dedicated graphics,1920 x 1080,4,8 gb,['windows 10 professional'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.8,intel core i5,new,256,producer warranty,"14"" - 14.9""",6404.73
dedicated graphics,1920 x 1080,4,16 gb,['no system'],ssd + hdd,"['keyboard', 'touchpad', 'illuminated keyboard']","['camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,1128,producer warranty,"15"" - 15.9""",6674
integrated graphics,1366 x 768,4,4 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,1.1,,new,1000,producer warranty,"15"" - 15.9""",1549
dedicated graphics,1920 x 1080,2,8 gb,['no system'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,256,producer warranty,"15"" - 15.9""",2749
integrated graphics,1366 x 768,4,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3l,2,amd a6,new,240,seller warranty,"15"" - 15.9""",1849
integrated graphics,1920 x 1080,2,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'microphone']",ddr4,2,intel core i3,new,240,producer warranty,"15"" - 15.9""",2449
dedicated graphics,1920 x 1080,2,8 gb,['no system'],ssd + hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.4,intel core i3,new,256,producer warranty,"15"" - 15.9""",2499
dedicated graphics,1920 x 1080,2,,,ssd,,,,,intel core i5,new,,producer warranty,"15"" - 15.9""",3199
dedicated graphics,1920 x 1080,2,8 gb,['windows 10 home'],ssd + hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.4,intel core i3,new,1128,producer warranty,"15"" - 15.9""",2399
integrated graphics,1920 x 1080,2,32 gb,['windows 10 professional'],hdd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers']",ddr4,2.5,intel core i5,new,1000,producer warranty,"15"" - 15.9""",4149
integrated graphics,1920 x 1080,2,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,256,producer warranty,"14"" - 14.9""",3999
integrated graphics,1366 x 768,4,8 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,1.1,intel pentium quad-core ,new,500,producer warranty,"15"" - 15.9""",1649
integrated graphics,1366 x 768,2,2 gb,,ssd,,,,,intel celeron dual-core,new,32,producer warranty,"11.9"" and less",949
integrated graphics,1366 x 768,2,4 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3l,1.6,intel celeron ,new,1000,producer warranty,"15"" - 15.9""",1439
dedicated graphics,1920 x 1080,4,8 gb,['no system'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,250,producer warranty,"15"" - 15.9""",3587
integrated graphics,1600 x 900,2,8 gb,"['windows 10 home', 'other']",hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.4,intel core i7,new,1000,producer warranty,"17"" - 17.9""",5000
dedicated graphics,1600 x 900,2,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.4,intel core i7,new,256,seller warranty,"17"" - 17.9""",3487
dedicated graphics,,4,4 gb,['no system'],hdd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.8,intel core i7,new,1000,producer warranty,"15"" - 15.9""",3683
dedicated graphics,,4,16 gb,['no system'],hdd,,,ddr4,,intel core i7,new,1000,producer warranty,"17"" - 17.9""",4037
integrated graphics,1920 x 1080,2,4 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2,intel core i3,new,1000,producer warranty,"15"" - 15.9""",2605
integrated graphics,1920 x 1080,2,12 gb,['windows 10 professional'],ssd + hdd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'microphone']",ddr4,2.5,intel core i5,new,1250,producer warranty,"15"" - 15.9""",3719
integrated graphics,1920 x 1080,2,4 gb,['other'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",,1.8,intel core i5,new,180,producer warranty,"11.9"" and less",1985
dedicated graphics,1920 x 1080,4,32 gb,['windows 10 home'],ssd + hdd,"['keyboard', 'touchpad', 'illuminated keyboard']","['camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,1256,producer warranty,"15"" - 15.9""",8149
dedicated graphics,1366 x 768,2,4 gb,['no system'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,1000,producer warranty,"15"" - 15.9""",2199
integrated graphics,1366 x 768,2,8 gb,['windows 10 professional'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.2,intel core i5,new,240,producer warranty,"15"" - 15.9""",2929
dedicated graphics,1920 x 1080,3,8 gb,['windows 10 home'],ssd + hdd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.8,intel core i7,new,2128,producer warranty,"15"" - 15.9""",5899
dedicated graphics,1920 x 1080,2,4 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.4,intel core i3,new,1000,producer warranty,"15"" - 15.9""",2349
integrated graphics,1366 x 768,2,4 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,1.6,intel celeron ,new,500,producer warranty,"15"" - 15.9""",1349
integrated graphics,1366 x 768,2,8 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.2,intel core i5,new,500,seller warranty,"15"" - 15.9""",1779
integrated graphics,1920 x 1080,2,16 gb,['windows 10 professional'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.3,intel core i5,new,512,seller warranty,"12"" - 12.9""",4637.24
dedicated graphics,1920 x 1080,4,32 gb,['no system'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.8,intel core i7,new,240,producer warranty,"15"" - 15.9""",6161
dedicated graphics,1920 x 1080,4,16 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3l,2.6,intel core i7,new,120,producer warranty,"17"" - 17.9""",4048.99
integrated graphics,1920 x 1080,2,8 gb,['windows 10 professional'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,256,producer warranty,"14"" - 14.9""",6567.15
dedicated graphics,1920 x 1080,4,4 gb,['no system'],ssd + hdd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.6,intel core i7,new,1500,producer warranty,"17"" - 17.9""",4199
integrated graphics,1366 x 768,4,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,1.1,intel pentium quad-core ,new,128,producer warranty,"15"" - 15.9""",2029
integrated graphics,1920 x 1080,2,8 gb,"['windows 10 home', 'other']",ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,0.9,intel core m,new,256,producer warranty,"15"" - 15.9""",1599
integrated graphics,1366 x 768,2,4 gb,['windows 10 professional'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2,intel core i3,new,1000,producer warranty,"15"" - 15.9""",1799
integrated graphics,1920 x 1080,2,4 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.4,intel core i3,new,1000,producer warranty,"14"" - 14.9""",2299
integrated graphics,1366 x 768,2,8 gb,['no system'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2,intel core i3,new,240,producer warranty,"15"" - 15.9""",1999
dedicated graphics,1920 x 1080,2,4 gb,['windows 10 home'],hdd,['touchpad'],"['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2,intel core i3,new,1000,producer warranty,"15"" - 15.9""",2149
dedicated graphics,1920 x 1080,2,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,256,producer warranty,"14"" - 14.9""",4419
